16-34901,http://tshop.r10s.jp/ainekusu/cabinet/02749100/dv1_1.jpg?fitin=700:700,5875.2000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,DV1 GE デジタルカメラ フルハイビジョンムービー ガンメタ オレンジ グリーン,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで,"動画ボタンを押すだけで、フルハイビジョンムービーが簡単に撮影できます。 （撮影・保存にはSDHCカードが必要） <br>
<br>
動画撮影中にシャッターボタンを押すと静止画も同時に撮影。<br> 
<br>
人物の顔を自動的に検出して、写せる顔検出機能や、 
手ブレを抑える手ブレ軽減機能を搭載。<br> 
<br>
ケーブルレスでパソコンへ直結、写真や動画のサイトへアップロードできます。さらに、HDMI（ミニ）端子を装備。また、内蔵USBプラグでパソコンからの充電も可能。<br> 
<br>
静止画の連続撮影も、フル画素（5M）で約7.3コマ/秒の撮影が可能です。<br> 
<br>
水にも衝撃にも強く、クリアで鮮やかな写真やフルハイビジョンムービーが、いつでもどこでも軽快に撮影できます。 <br>
<br>
2.5インチ・約23万ドットの明るく大きい液晶モニター
観やすい、持ちやすい、撮りやすいフルハイビジョンムービーカメラです。<br>",DV1 GE デジタルカメラ フルハイビジョンムービー ガンメタ オレンジ グリーン：アットマックス＠,cn-gp550dポータブル電源ガーデンバリアゴリラセットアップ込40b19lドライブレコーダーカーナビゲーションワコーズ GDXゴリラレーダー探知機静音計画100d23lサーキュレータージャンプスターターカーバッテリーcarrozzeriaジェントスエアコンガスDV1 GE デジタルカメラ フルハイビジョンムービー ガンメタ オレンジ グリーン,店内複数エントリーPT最大24倍チャンス！4/17 9:59まで。DV1 GE デジタルカメラ フルハイビジョンムービー ガンメタ オレンジ グリーン[rn]
16-34927,http://tshop.r10s.jp/akibamac/cabinet/05052378/0085126930585.jpg?fitin=700:700,44640.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】SIGMA SIGMA dp1 Quattro (2900万画素/SDHC) [中古デジカメ本体 デジタルカメラ],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】液晶面にキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥●専用設計の高性能広角レンズ19mm F2.8(35mm換算28mm相当)を搭載●3900万画素相当の高解像度を実現する『Foveon x3 SENSOR Quattro』●RAWデータは、データが劣化しないロスレス圧縮方式を採用<BR><BR>【性能】2900万画素/単焦点/記録メディア:SDメモリーカード・SDHCメモリーカード・SDXCメモリーカード/USB2.0対応/ファインダ:3.0型 TFTカラー液晶モニタ 約92万ドット/2014年10月頃発売<br><br>【備考】日本製。<br><br>【付属品】[使用説明書、バッテリーチャージャー(BC-51)、リチウムイオン充電池(BP-51)(1/2)、リチウムイオン充電池(BP-51)(2/2)、ストラップ、レンズキャップ、ホットシューカバー、電池ケース、USBケーブル、バッテリーチャージャー用ACケーブル]が付属。,【送料無料】【中古】SIGMA SIGMA dp1 Quattro (2900万画素/SDHC) [中古デジカメ本体 デジタルカメラ]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SIGMA SIGMA dp1 Quattro (2900万画素/SDHC) [中古デジカメ本体 デジタルカメラ],【送料無料】【中古】SIGMA SIGMA dp1 Quattro (2900万画素/SDHC) [中古デジカメ本体 デジタルカメラ][rn]
16-34928,http://tshop.r10s.jp/akibamac/cabinet/05168389/4547410288476.jpg?fitin=700:700,59040.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】FUJIFILM FUJIFILM X100T S シルバー(1630万画素/SDXC) [中古デジカメ本体 デジタルカメラ],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】日本製。レンズ内にホコリ(小)混入有り、レンズキャップ・本体外装にキズ(小)有り。<br><br>【商品グレード】∥★★★∥中古品∥●光学ファインダー内にピントエリアのデジタル映像を拡大表示できる「アドバンスト・ハイブリッドビューファインダー」搭載●深みのある色合いと豊かな陰影の写真表現が可能な「クラシッククローム」モードを搭載<BR><BR>【性能】1630万画素/単焦点/記録メディア:SDメモリーカード・SDHCメモリーカード・SDXCメモリーカード・内蔵メモリ/USB2.0対応/ファインダ:3.0型低温ポリシリコンカラー液晶モニター 約104万ドット(視野率約100%)/2014年11月頃発売<br>【付属品】[使用説明書(基本操作編)、バッテリチャージャー、充電式バッテリー(NP-95)、ショルダーストラップ、ストラップリングx2個、ストラップリングカバーx2枚、ストラップリング取り付け補助具、レンズキャップ、USBケーブル、バッテリチャージャー用ACケーブル]が付属。,【送料無料】【中古】FUJIFILM FUJIFILM X100T S シルバー(1630万画素/SDXC) [中古デジカメ本体 デジタルカメラ]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】FUJIFILM FUJIFILM X100T S シルバー(1630万画素/SDXC) [中古デジカメ本体 デジタルカメラ],【送料無料】【中古】FUJIFILM FUJIFILM X100T S シルバー(1630万画素/SDXC) [中古デジカメ本体 デジタルカメラ][rn]
16-34929,http://tshop.r10s.jp/akibamac/cabinet/05422385/4961311041723.jpg?fitin=700:700,8640.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】RICOH GR DIGITAL II (1001万画素) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】<br><br>【商品グレード】∥★★★★∥中古品∥「GR DIGITAL」のコンセプトを継承し、さらに高画質を実現。加速度センサーを利用した電子水準器の搭載など、表現力豊かな写真を撮影するための機能を強化。<BR><BR>【性能】1001万画素/単焦点/記録メディア:SDカード・MMC・内蔵メモリ/USB2.0対応/ファインダ:約23万画素2.7型液晶モニター/2007年11月頃発売<br><br>【付属品】[バッテリーチャージャー、ストラップ、リチャージブルバッテリー(DB-60)、ホットシューカバー、リングキャップ(本体に装着済み)]が付属。<br><br>【欠品】[取扱説明書、バッテリーチャージャー使用説明書、リチャージャブルバッテリー使用説明書、アプリケーションCD、USBケーブル、AVケーブル]欠品。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】RICOH GR DIGITAL II (1001万画素) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】RICOH GR DIGITAL II (1001万画素) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇,【送料無料】【中古】RICOH GR DIGITAL II (1001万画素) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇[rn]
16-34930,http://tshop.r10s.jp/akibamac/cabinet/05316687/4549292056389.jpg?fitin=700:700,39040.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】Canon PowerShot G7 X MarkII (2010万画素/4.2倍/SDHC)  [中古デジカメ本体 デジタルカメラ],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】レンズ内にホコリ混入有り。<br><br>【商品グレード】∥★★★∥中古品∥●高画質化と多機能化を突き詰めた「新・映像エンジンDIGIC 7」●暗いシーンで、手ブレをより強力に抑える「静止画IS 4段分」●広階調、低ノイズ、美しいボケ味を実現「1.0型大型CMOSセンサー」<BR><BR>【性能】2010万画素/光学4.2倍ズーム/記録メディア:SDメモリーカード・SDHCメモリーカード・SDXCメモリーカード/無線LAN/USB対応/ファインダ:3.0型TFTカラー液晶(約104万ドット)アスペクト比3: 2、チルトタイプ/2016年4月頃発売<br><br>【備考】日本製。<br><br>【付属品】[使用説明書、バッテリーチャージャー(CB-2LH)、バッテリーパック(NB-13L)、ストラップ]が付属。,【送料無料】【中古】Canon PowerShot G7 X MarkII (2010万画素/4.2倍/SDHC)  [中古デジカメ本体 デジタルカメラ]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Canon PowerShot G7 X MarkII (2010万画素/4.2倍/SDHC)  [中古デジカメ本体 デジタルカメラ],【送料無料】【中古】Canon PowerShot G7 X MarkII (2010万画素/4.2倍/SDHC)  [中古デジカメ本体 デジタルカメラ][rn]
16-34931,http://tshop.r10s.jp/akibamac/cabinet/05422385/powershotn_mb.jpg?fitin=700:700,7840.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】Canon PowerShot N マルチボーダーセット (1210 万画素/8倍/microSDXC) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】外装に目立つキズ・ヘコミ・塗装ハゲ・汚れ・キバミ・ヤニ臭有り、液晶面にキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥●チルト式液晶モニターにズームリング・シャッターリングを組み合わせることで、今までにない操作性を実現 ●1ショットで、構図や色を変えた6種類(オリジナル画像を含む)を一気に撮影「クリエイティブショット」 ●Wi-Fi対応<BR><BR>【性能】1210万画素/光学8倍ズーム/記録メディア:microSDメモリ・microSDHCメモリ・microSDXCメモリ/USB2.0対応/ファインダ:2.8型TFTカラー液晶(約46.1万ドット)、視野率:約100%、チルト式/2013年4月頃発売<br><br>【備考】日本製。<br><br>【欠品】[リストストラップ(WS-800)]欠品。<br><br>【付属品】[カメラユーザーガイド、Canon Digital Camera Solution Disc、コンパクトパワーアダプター(CA-DC30)、バッテリーパック(NB-9L)、カメラジャケット、両吊りネックストラップ、インターフェースケーブル(IFC-400PCU) ]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Canon PowerShot N マルチボーダーセット (1210 万画素/8倍/microSDXC) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Canon PowerShot N マルチボーダーセット (1210 万画素/8倍/microSDXC) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇,【送料無料】【中古】Canon PowerShot N マルチボーダーセット (1210 万画素/8倍/microSDXC) [中古デジカメ本体 デジタルカメラ] ◇4/10新入荷◇[rn]
16-34932,http://tshop.r10s.jp/akibamac/cabinet/05422385/4960999658872.jpg?fitin=700:700,4384.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】Canon IXY 10S (BK) (1410万画素/5倍ズーム/ブラック) [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】バッテリーに消耗有り、外装にキズ(小)有り。<br><br>【商品グレード】∥★★★∥中古品∥◆新機能「ぴったりフラッシュ」を搭載し、さらに進化した「こだわりオート」◆大画面タッチパネル式3.5型「クリアライブ液晶T」モニター(約46.1万ドット)◆1280×720画素・30フレーム/秒のHD 動画撮影機能(HDMI ミニコネクターを搭載)<BR><BR>【性能】1410万画素/光学5倍ズーム/記録メディア:SD・SDHC・SDXC・MMC・MMC plus・HC MMCplus/USB2.0対応/ファインダ:3.5型TFTカラーワイド液晶(約46.1万ドット)アスペクト比16:9/2010年2月頃発売<br><br>【備考】日本製。<br><br>【付属品】[取扱説明書、Canon Digital Camera Solution Disk 、バッテリーチャージャー CB-2LY、バッテリーパック NB-6L 、リストストラップ WS-DC10 、バッテリー端子カバー、インターフェースケーブル IFC-400PCU、AVケーブル AVC-DC400 ]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Canon IXY 10S (BK) (1410万画素/5倍ズーム/ブラック) [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Canon IXY 10S (BK) (1410万画素/5倍ズーム/ブラック) [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇,【送料無料】【中古】Canon IXY 10S (BK) (1410万画素/5倍ズーム/ブラック) [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇[rn]
16-34933,http://tshop.r10s.jp/akibamac/cabinet/05269027/4905524985917.jpg?fitin=700:700,40640.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】SONY DSC-RX100M3 (2010万画素/2.9倍/ブラック) [中古デジカメ本体 デジタルカメラ],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】レンズ内・液晶内にホコリ混入有り、液晶面にキズ(中)・コーティングハゲ有り、外装にキズ有り、モードダイヤル付近に若干隙間有り。<br><br>【商品グレード】∥★★★∥中古品∥●小型化と大口径化を両立し、より明るく広角になったZEISSバリオ・ゾナーT*レンズ搭載●1.0型Exmor R CMOSセンサーやBIONZ Xにより高い質感描写を実現●自由なアングルやポジションで撮影出来る180度チルト液晶採用<BR><BR>【性能】2010万画素/光学2.9倍ズーム/記録メディア:メモリースティックPro(PRO-HG)・XC-HG Duo・SD・SDHC・SDXC/USB2.0対応/ファインダ:3.0型エクストラファイン液晶(1228800ドット)/2014年5月頃発売<br><br>【付属品】[取扱説明書、Wi-Fi機能/NFCワンタッチ機能ガイド、ACアダプター、リチャージャブルバッテリーパック(NP-BX1)、リストストラップ、ストラップアダプター(2個)、microUSBケーブル]が付属。,【送料無料】【中古】SONY DSC-RX100M3 (2010万画素/2.9倍/ブラック) [中古デジカメ本体 デジタルカメラ]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】SONY DSC-RX100M3 (2010万画素/2.9倍/ブラック) [中古デジカメ本体 デジタルカメラ],【送料無料】【中古】SONY DSC-RX100M3 (2010万画素/2.9倍/ブラック) [中古デジカメ本体 デジタルカメラ][rn]
16-34934,http://tshop.r10s.jp/akibamac/cabinet/05422385/4547410193039.jpg?fitin=700:700,15040.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】FUJIFILM FinePix X10 (1200万画素/4倍/SDXC) [中古デジカメ本体 デジタルカメラ] ◇4/9新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】レンズ内にホコリ混入有り、液晶面にキズ有り、ラバー部分に剥がれ有り。<br><br>【商品グレード】∥★★★∥中古品∥●F2.0-2.8の明るいフジノン光学4倍マニュアルズームレンズ●明るく、視野角の広い光学ズームファインダー●2/3型1200万画素EXR CMOSセンサー●ボディーの天面と底面パーツに軽く強度の高いマグネシウムダイキャストを採用<BR><BR>【性能】1200万画素/光学4倍ズーム/記録メディア:SDメモリーカード・SDHCメモリーカード・SDXCメモリーカード・内蔵メモリ/USB2.0対応/ファインダ:マニュアルズーム連動型実像式光学ファインダ /2.8型液晶モニタ/2011年10月頃発売<br><br>【備考】日本製。<br><br>【欠品】[ショルダーストラップ、専用USBケーブル]欠品。<br><br>【付属品】[使用説明書、CD-ROM、充電器(BC-45W)、バッテリ(NP-50)、レンズキャップ、ストラップリングx2個、ストラップリングカバーx2枚、ストラップリング取り付け補助具]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】FUJIFILM FinePix X10 (1200万画素/4倍/SDXC) [中古デジカメ本体 デジタルカメラ] ◇4/9新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】FUJIFILM FinePix X10 (1200万画素/4倍/SDXC) [中古デジカメ本体 デジタルカメラ] ◇4/9新入荷◇,【送料無料】【中古】FUJIFILM FinePix X10 (1200万画素/4倍/SDXC) [中古デジカメ本体 デジタルカメラ] ◇4/9新入荷◇[rn]
16-34935,http://tshop.r10s.jp/akibamac/cabinet/05422385/4960999619699.jpg?fitin=700:700,9440.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【送料無料】【中古】Canon PowerShot G10 (1470万画素/5倍ズーム)  [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇,,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】レンズ内・液晶内にホコリ混入有り、外装・液晶面にキズ有り。<br><br>【商品グレード】∥★★★∥中古品∥さらなる高画質・高速処理を実現した映像エンジン「DIGIC 4」搭載<BR><BR>【性能】1470万画素/光学5倍ズーム/記録メディア:MMC・SDHCメモリーカード・SDメモリーカード/USB2.0対応/ファインダ:3.0型TFTカラー液晶(約46.1万ドット)、視野率:100%/2008年10月頃発売<br><br>【備考】日本製。<br><br>【付属品】[カメラユーザーガイド、チャージャー(CB-2LZ)、バッテリパック(NB-7L)]が付属。<br><br>【欠品】[ソフトウェアクイックガイド、ダイレクトプリントユーザーガイド、サポートガイド、ソリューションディスク(CD-ROM)、ネックストラップ、バッテリー端子カバー、インターフェースケ-ブル、AVケーブル]欠品。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【送料無料】【中古】Canon PowerShot G10 (1470万画素/5倍ズーム)  [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【送料無料】【中古】Canon PowerShot G10 (1470万画素/5倍ズーム)  [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇,【送料無料】【中古】Canon PowerShot G10 (1470万画素/5倍ズーム)  [中古デジカメ本体 デジタルカメラ] ◇4/15新入荷◇[rn]
16-34936,http://tshop.r10s.jp/akibamac/cabinet/05422385/4580418933573.jpg?fitin=700:700,3504.0000,,TV・オーディオ・カメラ > カメラ・ビデオカメラ・光学機器 > デジタルカメラ > コンパクトデジタルカメラ,【中古】HOLGA HOLGA DIGITAL (ブラック) [中古デジカメ本体 デジタルカメラ],,【ご注意事項】<br>・店頭併売の為、売切れの際はご容赦ください。<br>・表示されている商品画像はイメージになります。実際の商品とは異なります。<br>・万一初期不良等がありました場合はご返品のみのご対応となります。<br>・中古商品に関しましてはメーカー保証、保証書はございません。<br>・商品ごとに状態、付属品が異なりますので必ずご確認ください。<br><br>【保証期間】中古保証1ヶ月（液晶のドット抜け及びバッテリーなどの消耗品は保証対象外です。）<br><br>【状態】外装にキズ(小)有り。<br><br>【商品グレード】∥★★★∥中古品∥●HOLGA DIGITALではホルガ最大の特徴ともいえる周辺露光落ち(トンネル効果)やフィルムっぽいざらついた質感、独特のピンボケ感も再現 ●Wi-Fi内蔵SD対応 ●HOLGAアクセサリに対応<BR><BR>【性能】800万画素/単焦点/記録メディア:SDメモリーカード/USB対応/ファインダ:-/2016年2月頃発売<br><br>【付属品】[取扱説明書、ストラップ]が付属。<br><br>ご注文の前に中古品・未使用品の各種注意事項をご確認ください。＞＞詳しくはこちら<br>※お買い上げから1ヶ月以内に初期不良が発生した場合、返品にて対応いたします。交換対応は行っておりません。<br>※メーカー純正箱、メーカー保証書、各種消耗品などは原則として付属しておりません。<br>※メーカー保証の適用は、発売時期に関わらず関知しておりません。<br>※バッテリー、電池をはじめとした各種消耗品の動作補償は一切ございません。<br>※表示されている商品写真は、新品商品のイメージです。実際のお届け品とは異なります。<br><br>,【中古】HOLGA HOLGA DIGITAL (ブラック) [中古デジカメ本体 デジタルカメラ]：ソフマップ　デジタルコレクション,ソフマップ デジタルコレクションSofmap Digital CollectionパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古　ソフトアウトレット中古ノートパソコン中古パソコン【中古】HOLGA HOLGA DIGITAL (ブラック) [中古デジカメ本体 デジタルカメラ],【中古】HOLGA HOLGA DIGITAL (ブラック) [中古デジカメ本体 デジタルカメラ][rn]
